filter,n,max_tries,b,search_total_time,insert_total_time,insert_average_time
counting_cuckoo,500,8,4623,0.003,0.004,0.004
cuckoo,250,8,4623,0.0035,0.0049,0.0049
cuckoo,500,8,4623,0.0031,0.0041,0.0041
counting_cuckoo,250,8,4643,0.0031,0.0044,0.0044
counting_cuckoo,500,8,4643,0.0034,0.0041,0.0041
cuckoo,250,8,4643,0.0059,0.0071,0.0071
cuckoo,500,8,4643,0.0035,0.0049,0.0049
counting_cuckoo,250,8,4663,0.0034,0.0048,0.0048
counting_cuckoo,500,8,4663,0.0047,0.0054,0.0054
cuckoo,250,8,4663,0.0032,0.0046,0.0046
cuckoo,500,8,4663,0.0029,0.0041,0.0041
counting_cuckoo,250,8,4683,0.0052,0.005,0.005
counting_cuckoo,500,8,4683,0.003,0.0041,0.0041
cuckoo,250,8,4683,0.0034,0.0058,0.0058
cuckoo,500,8,4683,0.0033,0.0045,0.0045
counting_cuckoo,250,8,4703,0.0042,0.0054,0.0054
counting_cuckoo,500,8,4703,0.0034,0.0048,0.0048
cuckoo,250,8,4703,0.0035,0.005,0.005
cuckoo,500,8,4703,0.003,0.004,0.004
counting_cuckoo,250,8,4723,0.003,0.0038,0.0038
counting_cuckoo,500,8,4723,0.0029,0.0041,0.0041
cuckoo,250,8,4723,0.0041,0.0043,0.0043
cuckoo,500,8,4723,0.0041,0.0041,0.0041
counting_cuckoo,250,8,4743,0.0086,0.005,0.005
counting_cuckoo,500,8,4743,0.0033,0.0041,0.0041
cuckoo,250,8,4743,0.003,0.0045,0.0045
cuckoo,500,8,4743,0.0047,0.0063,0.0063
counting_cuckoo,250,8,4763,0.0036,0.0039,0.0039
counting_cuckoo,500,8,4763,0.0034,0.0078,0.0078
cuckoo,250,8,4763,0.0036,0.0061,0.0061
cuckoo,500,8,4763,0.004,0.0037,0.0037
counting_cuckoo,250,8,4783,0.0035,0.006,0.006
counting_cuckoo,500,8,4783,0.0037,0.0055,0.0055
cuckoo,250,8,4783,0.0047,0.0038,0.0038
cuckoo,500,8,4783,0.0036,0.0044,0.0044
counting_cuckoo,250,8,4803,0.0038,0.004,0.004
counting_cuckoo,500,8,4803,0.0032,0.004,0.004
cuckoo,250,8,4803,0.003,0.0044,0.0044
cuckoo,500,8,4803,0.0029,0.0041,0.0041
counting_cuckoo,250,8,4823,0.0031,0.0044,0.0044
counting_cuckoo,500,8,4823,0.0077,0.0854,0.0854
cuckoo,250,8,4823,0.0035,0.0049,0.0049
cuckoo,500,8,4823,0.0037,0.0058,0.0058
counting_cuckoo,250,8,4843,0.0037,0.0044,0.0044
counting_cuckoo,500,8,4843,0.0038,0.0042,0.0042
cuckoo,250,8,4843,0.0038,0.0052,0.0052
cuckoo,500,8,4843,0.004,0.0041,0.0041
counting_cuckoo,250,8,4863,0.003,0.0047,0.0047
counting_cuckoo,500,8,4863,0.003,0.0042,0.0042
cuckoo,250,8,4863,0.0031,0.0101,0.0101
cuckoo,500,8,4863,0.0035,0.0041,0.0041
counting_cuckoo,250,8,4883,0.0032,0.005,0.005
counting_cuckoo,500,8,4883,0.0031,0.004,0.004
cuckoo,250,8,4883,0.0036,0.004,0.004
cuckoo,500,8,4883,0.0029,0.0039,0.0039
counting_cuckoo,250,8,4903,0.0031,0.004,0.004
counting_cuckoo,500,8,4903,0.0031,0.0041,0.0041
cuckoo,250,8,4903,0.0028,0.0041,0.0041
cuckoo,500,8,4903,0.0047,0.0053,0.0053
counting_cuckoo,250,8,4923,0.0033,0.0051,0.0051
counting_cuckoo,500,8,4923,0.0037,0.0041,0.0041
cuckoo,250,8,4923,0.005,0.0151,0.0151
cuckoo,500,8,4923,0.0031,0.004,0.004
counting_cuckoo,250,8,4943,0.0029,0.0044,0.0044
counting_cuckoo,500,8,4943,0.0033,0.0043,0.0043
cuckoo,250,8,4943,0.0039,0.0049,0.0049
cuckoo,500,8,4943,0.0032,0.0042,0.0042
counting_cuckoo,250,8,4963,0.0029,0.0061,0.0061
counting_cuckoo,500,8,4963,0.0034,0.004,0.004
cuckoo,250,8,4963,0.0031,0.0503,0.0503
cuckoo,500,8,4963,0.0029,0.0039,0.0039
counting_cuckoo,250,8,4983,0.0033,0.0041,0.0041
counting_cuckoo,500,8,4983,0.0039,0.0157,0.0157
cuckoo,250,8,4983,0.0039,0.004,0.004
cuckoo,500,8,4983,0.003,0.0042,0.0042
counting_cuckoo,500,8,3,0.0043,0.0047,0.0047
counting_cuckoo,500,16,3,0.0044,0.0048,0.0048
cuckoo,500,8,3,0.005,0.0058,0.0058
cuckoo,500,16,3,0.004,0.0051,0.0051
counting_cuckoo,500,8,23,0.0026,0.0041,0.0041
counting_cuckoo,500,16,23,0.0027,0.0038,0.0038
cuckoo,500,8,23,0.0027,0.0041,0.0041
cuckoo,500,16,23,0.0032,0.0043,0.0043
counting_cuckoo,500,8,43,0.0028,0.0041,0.0041
counting_cuckoo,500,16,43,0.0035,0.0052,0.0052
cuckoo,500,8,43,0.0026,0.004,0.004
cuckoo,500,16,43,0.0028,0.004,0.004
counting_cuckoo,500,8,63,0.0052,0.0042,0.0042
counting_cuckoo,500,16,63,0.0046,0.0584,0.0584
cuckoo,500,8,63,0.0081,0.0038,0.0038
cuckoo,500,16,63,0.0026,0.0038,0.0038
counting_cuckoo,500,8,83,0.0028,0.0039,0.0039
counting_cuckoo,500,16,83,0.0026,0.004,0.004
cuckoo,500,8,83,0.0026,0.0036,0.0036
cuckoo,500,16,83,0.003,0.0052,0.0052
counting_cuckoo,500,8,103,0.0033,0.004,0.004
counting_cuckoo,500,16,103,0.0052,0.0093,0.0093
cuckoo,500,8,103,0.0029,0.0052,0.0052
cuckoo,500,16,103,0.0048,0.0041,0.0041
counting_cuckoo,500,8,123,0.0049,0.0038,0.0038
counting_cuckoo,500,16,123,0.0096,0.0044,0.0044
cuckoo,500,8,123,0.0033,0.0038,0.0038
cuckoo,500,16,123,0.0026,0.0039,0.0039
counting_cuckoo,500,8,143,0.0046,0.0042,0.0042
counting_cuckoo,500,16,143,0.0026,0.0038,0.0038
cuckoo,500,8,143,0.0036,0.0038,0.0038
cuckoo,500,16,143,0.0028,0.0036,0.0036
counting_cuckoo,500,8,163,0.0031,0.0036,0.0036
counting_cuckoo,500,16,163,0.0033,0.004,0.004
cuckoo,500,8,163,0.0042,0.0037,0.0037
cuckoo,500,16,163,0.0028,0.0039,0.0039
counting_cuckoo,500,8,183,0.0028,0.0038,0.0038
counting_cuckoo,500,16,183,0.0026,0.0042,0.0042
cuckoo,500,8,183,0.003,0.0043,0.0043
cuckoo,500,16,183,0.0031,0.0062,0.0062
counting_cuckoo,500,8,203,0.0042,0.0044,0.0044
counting_cuckoo,500,16,203,0.0027,0.0046,0.0046
cuckoo,500,8,203,0.003,0.0042,0.0042
cuckoo,500,16,203,0.0028,0.0046,0.0046
counting_cuckoo,500,8,223,0.0031,0.0044,0.0044
counting_cuckoo,500,16,223,0.0029,0.0045,0.0045
cuckoo,500,8,223,0.0027,0.0037,0.0037
cuckoo,500,16,223,0.0028,0.0039,0.0039
counting_cuckoo,500,8,243,0.0059,0.0084,0.0084
counting_cuckoo,500,16,243,0.0026,0.0051,0.0051
cuckoo,500,8,243,0.0026,0.0038,0.0038
cuckoo,500,16,243,0.0043,0.0043,0.0043
counting_cuckoo,500,8,263,0.0035,0.0035,0.0035
counting_cuckoo,500,16,263,0.0033,0.0616,0.0616
cuckoo,500,8,263,0.0026,0.004,0.004
cuckoo,500,16,263,0.0043,0.0061,0.0061
counting_cuckoo,500,8,283,0.0033,0.0047,0.0047
counting_cuckoo,500,16,283,0.0028,0.0047,0.0047
cuckoo,500,8,283,0.0035,0.0042,0.0042
cuckoo,500,16,283,0.0051,0.0057,0.0057
counting_cuckoo,500,8,303,0.0027,0.0035,0.0035
counting_cuckoo,500,16,303,0.0026,0.0037,0.0037
cuckoo,500,8,303,0.0038,0.0037,0.0037
cuckoo,500,16,303,0.0067,0.0081,0.0081
counting_cuckoo,500,8,323,0.0032,0.0075,0.0075
counting_cuckoo,500,16,323,0.0035,0.0047,0.0047
cuckoo,500,8,323,0.0028,0.0108,0.0108
cuckoo,500,16,323,0.0058,0.0044,0.0044
counting_cuckoo,500,8,343,0.0029,0.0036,0.0036
counting_cuckoo,500,16,343,0.0061,0.0051,0.0051
cuckoo,500,8,343,0.0026,0.0041,0.0041
cuckoo,500,16,343,0.0055,0.0038,0.0038
counting_cuckoo,500,8,363,0.0031,0.011,0.011
counting_cuckoo,500,16,363,0.0028,0.0037,0.0037
cuckoo,500,8,363,0.0027,0.0079,0.0079
cuckoo,500,16,363,0.0036,0.0037,0.0037
counting_cuckoo,500,8,383,0.0033,0.0038,0.0038
counting_cuckoo,500,16,383,0.0028,0.0041,0.0041
cuckoo,500,8,383,0.0035,0.0039,0.0039
cuckoo,500,16,383,0.0033,0.0038,0.0038
counting_cuckoo,500,8,403,0.004,0.004,0.004
counting_cuckoo,500,16,403,0.004,0.059,0.059
cuckoo,500,8,403,0.0026,0.0044,0.0044
cuckoo,500,16,403,0.0033,0.0039,0.0039
counting_cuckoo,500,8,423,0.0026,0.0041,0.0041
counting_cuckoo,500,16,423,0.0027,0.0038,0.0038
cuckoo,500,8,423,0.0033,0.0038,0.0038
cuckoo,500,16,423,0.0027,0.004,0.004
counting_cuckoo,500,8,443,0.0035,0.0078,0.0078
counting_cuckoo,500,16,443,0.0044,0.0074,0.0074
cuckoo,500,8,443,0.0034,0.0041,0.0041
cuckoo,500,16,443,0.0027,0.0037,0.0037
counting_cuckoo,500,8,463,0.0028,0.0038,0.0038
counting_cuckoo,500,16,463,0.0027,0.0051,0.0051
cuckoo,500,8,463,0.0041,0.0037,0.0037
cuckoo,500,16,463,0.0028,0.0037,0.0037
counting_cuckoo,500,8,483,0.0028,0.0038,0.0038
counting_cuckoo,500,16,483,0.0032,0.0043,0.0043
cuckoo,500,8,483,0.0026,0.004,0.004
cuckoo,500,16,483,0.0029,0.0041,0.0041
counting_cuckoo,500,8,503,0.0028,0.0036,0.0036
counting_cuckoo,500,16,503,0.0031,0.0047,0.0047
cuckoo,500,8,503,0.005,0.0075,0.0075
cuckoo,500,16,503,0.0032,0.004,0.004
counting_cuckoo,500,8,523,0.0051,0.0037,0.0037
counting_cuckoo,500,16,523,0.004,0.0038,0.0038
cuckoo,500,8,523,0.0036,0.0037,0.0037
cuckoo,500,16,523,0.0037,0.0046,0.0046
counting_cuckoo,500,8,543,0.0036,0.0041,0.0041
counting_cuckoo,500,16,543,0.003,0.0039,0.0039
cuckoo,500,8,543,0.0037,0.0037,0.0037
cuckoo,500,16,543,0.0031,0.0041,0.0041
counting_cuckoo,500,8,563,0.0031,0.0043,0.0043
counting_cuckoo,500,16,563,0.0033,0.004,0.004
cuckoo,500,8,563,0.0027,0.0038,0.0038
cuckoo,500,16,563,0.0025,0.0039,0.0039
counting_cuckoo,500,8,583,0.003,0.0047,0.0047
counting_cuckoo,500,16,583,0.0028,0.0039,0.0039
cuckoo,500,8,583,0.0027,0.0036,0.0036
cuckoo,500,16,583,0.0043,0.0147,0.0147
counting_cuckoo,500,8,603,0.0045,0.004,0.004
counting_cuckoo,500,16,603,0.0054,0.0042,0.0042
cuckoo,500,8,603,0.0042,0.0042,0.0042
cuckoo,500,16,603,0.0028,0.004,0.004
counting_cuckoo,500,8,623,0.0076,0.004,0.004
counting_cuckoo,500,16,623,0.0027,0.0042,0.0042
cuckoo,500,8,623,0.005,0.0066,0.0066
cuckoo,500,16,623,0.0032,0.0046,0.0046
counting_cuckoo,500,8,643,0.0033,0.0037,0.0037
counting_cuckoo,500,16,643,0.0026,0.0045,0.0045
cuckoo,500,8,643,0.0027,0.004,0.004
cuckoo,500,16,643,0.0046,0.0045,0.0045
counting_cuckoo,500,8,663,0.0083,0.0044,0.0044
counting_cuckoo,500,16,663,0.0041,0.0131,0.0131
cuckoo,500,8,663,0.0032,0.0044,0.0044
cuckoo,500,16,663,0.0044,0.0044,0.0044
counting_cuckoo,500,8,683,0.003,0.0041,0.0041
counting_cuckoo,500,16,683,0.0082,0.0052,0.0052
cuckoo,500,8,683,0.0032,0.0038,0.0038
cuckoo,500,16,683,0.004,0.0055,0.0055
counting_cuckoo,500,8,703,0.0034,0.005,0.005
counting_cuckoo,500,16,703,0.0044,0.0045,0.0045
cuckoo,500,8,703,0.0035,0.0042,0.0042
cuckoo,500,16,703,0.0031,0.0046,0.0046
counting_cuckoo,500,8,723,0.0039,0.0039,0.0039
counting_cuckoo,500,16,723,0.0028,0.0043,0.0043
cuckoo,500,8,723,0.0029,0.0045,0.0045
cuckoo,500,16,723,0.0027,0.004,0.004
counting_cuckoo,500,8,743,0.0034,0.0047,0.0047
counting_cuckoo,500,16,743,0.0032,0.0038,0.0038
cuckoo,500,8,743,0.0042,0.0044,0.0044
cuckoo,500,16,743,0.0033,0.0039,0.0039
counting_cuckoo,500,8,763,0.0045,0.004,0.004
counting_cuckoo,500,16,763,0.0044,0.0038,0.0038
cuckoo,500,8,763,0.0061,0.0064,0.0064
cuckoo,500,16,763,0.0032,0.0039,0.0039
counting_cuckoo,500,8,783,0.0027,0.0037,0.0037
counting_cuckoo,500,16,783,0.0027,0.0038,0.0038
cuckoo,500,8,783,0.0027,0.004,0.004
cuckoo,500,16,783,0.0051,0.004,0.004
counting_cuckoo,500,8,803,0.0028,0.089,0.089
counting_cuckoo,500,16,803,0.0047,0.0046,0.0046
cuckoo,500,8,803,0.0036,0.0044,0.0044
cuckoo,500,16,803,0.0041,0.0044,0.0044
counting_cuckoo,500,8,823,0.0037,0.0042,0.0042
counting_cuckoo,500,16,823,0.0056,0.0044,0.0044
cuckoo,500,8,823,0.0043,0.0037,0.0037
cuckoo,500,16,823,0.0051,0.0041,0.0041
counting_cuckoo,500,8,843,0.003,0.0036,0.0036
counting_cuckoo,500,16,843,0.0028,0.0041,0.0041
cuckoo,500,8,843,0.0032,0.0044,0.0044
cuckoo,500,16,843,0.0029,0.0037,0.0037
counting_cuckoo,500,8,863,0.0027,0.0037,0.0037
counting_cuckoo,500,16,863,0.0032,0.0038,0.0038
cuckoo,500,8,863,0.0038,0.0039,0.0039
cuckoo,500,16,863,0.0035,0.0042,0.0042
counting_cuckoo,500,8,883,0.003,0.0059,0.0059
counting_cuckoo,500,16,883,0.003,0.0061,0.0061
cuckoo,500,8,883,0.003,0.0038,0.0038
cuckoo,500,16,883,0.0027,0.0041,0.0041
counting_cuckoo,500,8,903,0.0027,0.0039,0.0039
counting_cuckoo,500,16,903,0.0027,0.0037,0.0037
cuckoo,500,8,903,0.003,0.0037,0.0037
cuckoo,500,16,903,0.0064,0.0038,0.0038
counting_cuckoo,500,8,923,0.0027,0.0037,0.0037
counting_cuckoo,500,16,923,0.004,0.0037,0.0037
cuckoo,500,8,923,0.003,0.0038,0.0038
cuckoo,500,16,923,0.0027,0.0041,0.0041
counting_cuckoo,500,8,943,0.0027,0.0078,0.0078
counting_cuckoo,500,16,943,0.0027,0.045,0.045
cuckoo,500,8,943,0.0031,0.0051,0.0051
cuckoo,500,16,943,0.0031,0.004,0.004
counting_cuckoo,500,8,963,0.0031,0.0047,0.0047
counting_cuckoo,500,16,963,0.003,0.0041,0.0041
cuckoo,500,8,963,0.0034,0.0038,0.0038
cuckoo,500,16,963,0.0043,0.0044,0.0044
counting_cuckoo,500,8,983,0.0034,0.0038,0.0038
counting_cuckoo,500,16,983,0.0031,0.0041,0.0041
cuckoo,500,8,983,0.0029,0.0041,0.0041
cuckoo,500,16,983,0.0037,0.0225,0.0225
counting_cuckoo,500,8,1003,0.0055,0.0064,0.0064
counting_cuckoo,500,16,1003,0.0028,0.0037,0.0037
cuckoo,500,8,1003,0.0067,0.0043,0.0043
cuckoo,500,16,1003,0.0029,0.0037,0.0037
counting_cuckoo,500,8,1023,0.0029,0.0043,0.0043
counting_cuckoo,500,16,1023,0.0027,0.0038,0.0038
cuckoo,500,8,1023,0.0053,0.0039,0.0039
cuckoo,500,16,1023,0.0031,0.0038,0.0038
counting_cuckoo,500,8,1043,0.0038,0.0079,0.0079
counting_cuckoo,500,16,1043,0.0039,0.0039,0.0039
cuckoo,500,8,1043,0.0029,0.0044,0.0044
cuckoo,500,16,1043,0.0032,0.0041,0.0041
counting_cuckoo,500,8,1063,0.0033,0.0036,0.0036
counting_cuckoo,500,16,1063,0.0031,0.0077,0.0077
cuckoo,500,8,1063,0.0026,0.0037,0.0037
cuckoo,500,16,1063,0.0044,0.004,0.004
counting_cuckoo,500,8,1083,0.0029,0.004,0.004
counting_cuckoo,500,16,1083,0.0027,0.0041,0.0041
cuckoo,500,8,1083,0.0028,0.0039,0.0039
cuckoo,500,16,1083,0.0029,0.0046,0.0046
counting_cuckoo,500,8,1103,0.0041,0.0036,0.0036
counting_cuckoo,500,16,1103,0.0026,0.004,0.004
cuckoo,500,8,1103,0.0031,0.0037,0.0037
cuckoo,500,16,1103,0.0035,0.0042,0.0042
counting_cuckoo,500,8,1123,0.0032,0.004,0.004
counting_cuckoo,500,16,1123,0.004,0.0042,0.0042
cuckoo,500,8,1123,0.0043,0.0048,0.0048
cuckoo,500,16,1123,0.0026,0.0037,0.0037
counting_cuckoo,500,8,1143,0.0028,0.0039,0.0039
counting_cuckoo,500,16,1143,0.0033,0.004,0.004
cuckoo,500,8,1143,0.0036,0.0038,0.0038
cuckoo,500,16,1143,0.003,0.0035,0.0035
counting_cuckoo,500,8,1163,0.003,0.0087,0.0087
counting_cuckoo,500,16,1163,0.0046,0.0044,0.0044
cuckoo,500,8,1163,0.0028,0.0038,0.0038
cuckoo,500,16,1163,0.0028,0.0039,0.0039
counting_cuckoo,500,8,1183,0.0033,0.0046,0.0046
counting_cuckoo,500,16,1183,0.0033,0.0038,0.0038
cuckoo,500,8,1183,0.0032,0.0053,0.0053
cuckoo,500,16,1183,0.0038,0.0044,0.0044
counting_cuckoo,500,8,1203,0.003,0.0041,0.0041
counting_cuckoo,500,16,1203,0.0032,0.006,0.006
cuckoo,500,8,1203,0.0032,0.007,0.007
cuckoo,500,16,1203,0.0027,0.0037,0.0037
counting_cuckoo,500,8,1223,0.0027,0.0037,0.0037
counting_cuckoo,500,16,1223,0.0034,0.0132,0.0132
cuckoo,500,8,1223,0.004,0.0038,0.0038
cuckoo,500,16,1223,0.0032,0.0039,0.0039
counting_cuckoo,500,8,1243,0.0047,0.0063,0.0063
counting_cuckoo,500,16,1243,0.0032,0.0044,0.0044
cuckoo,500,8,1243,0.0036,0.0134,0.0134
cuckoo,500,16,1243,0.003,0.0038,0.0038
counting_cuckoo,500,8,1263,0.0035,0.0039,0.0039
counting_cuckoo,500,16,1263,0.004,0.0042,0.0042
cuckoo,500,8,1263,0.0036,0.0041,0.0041
cuckoo,500,16,1263,0.0031,0.0038,0.0038
counting_cuckoo,500,8,1283,0.0027,0.0038,0.0038
counting_cuckoo,500,16,1283,0.0036,0.0043,0.0043
cuckoo,500,8,1283,0.0041,0.0042,0.0042
cuckoo,500,16,1283,0.0029,0.0041,0.0041
counting_cuckoo,500,8,1303,0.0031,0.0037,0.0037
counting_cuckoo,500,16,1303,0.0045,0.0078,0.0078
cuckoo,500,8,1303,0.0042,0.0037,0.0037
cuckoo,500,16,1303,0.0034,0.0081,0.0081
counting_cuckoo,500,8,1323,0.0031,0.0075,0.0075
counting_cuckoo,500,16,1323,0.0031,0.0039,0.0039
cuckoo,500,8,1323,0.0028,0.0038,0.0038
cuckoo,500,16,1323,0.0032,0.0037,0.0037
counting_cuckoo,500,8,1343,0.0062,0.0094,0.0094
counting_cuckoo,500,16,1343,0.0032,0.0043,0.0043
cuckoo,500,8,1343,0.0029,0.0048,0.0048
cuckoo,500,16,1343,0.003,0.0044,0.0044
counting_cuckoo,500,8,1363,0.0037,0.0038,0.0038
counting_cuckoo,500,16,1363,0.0032,0.0045,0.0045
cuckoo,500,8,1363,0.0027,0.0039,0.0039
cuckoo,500,16,1363,0.0028,0.0041,0.0041
counting_cuckoo,500,8,1383,0.0029,0.004,0.004
counting_cuckoo,500,16,1383,0.0036,0.0041,0.0041
cuckoo,500,8,1383,0.0057,0.0291,0.0291
cuckoo,500,16,1383,0.005,0.0556,0.0556
counting_cuckoo,500,8,1403,0.0028,0.0039,0.0039
counting_cuckoo,500,16,1403,0.0028,0.0044,0.0044
cuckoo,500,8,1403,0.0027,0.0035,0.0035
cuckoo,500,16,1403,0.0032,0.0043,0.0043
counting_cuckoo,500,8,1423,0.0036,0.0141,0.0141
counting_cuckoo,500,16,1423,0.0027,0.0041,0.0041
cuckoo,500,8,1423,0.0029,0.004,0.004
cuckoo,500,16,1423,0.0037,0.0045,0.0045
counting_cuckoo,500,8,1443,0.003,0.0038,0.0038
counting_cuckoo,500,16,1443,0.003,0.0041,0.0041
cuckoo,500,8,1443,0.0029,0.0041,0.0041
cuckoo,500,16,1443,0.0028,0.0039,0.0039
counting_cuckoo,500,8,1463,0.0031,0.004,0.004
counting_cuckoo,500,16,1463,0.0032,0.0041,0.0041
cuckoo,500,8,1463,0.0029,0.0057,0.0057
cuckoo,500,16,1463,0.0035,0.0038,0.0038
counting_cuckoo,500,8,1483,0.0032,0.0038,0.0038
counting_cuckoo,500,16,1483,0.0061,0.0053,0.0053
cuckoo,500,8,1483,0.013,0.0038,0.0038
cuckoo,500,16,1483,0.0036,0.0051,0.0051
counting_cuckoo,500,8,1503,0.0041,0.0075,0.0075
counting_cuckoo,500,16,1503,0.0028,0.0044,0.0044
cuckoo,500,8,1503,0.0032,0.0046,0.0046
cuckoo,500,16,1503,0.0049,0.0045,0.0045
counting_cuckoo,500,8,1523,0.003,0.0038,0.0038
counting_cuckoo,500,16,1523,0.0028,0.0038,0.0038
cuckoo,500,8,1523,0.0038,0.0037,0.0037
cuckoo,500,16,1523,0.0034,0.0043,0.0043
counting_cuckoo,500,8,1543,0.0029,0.0038,0.0038
counting_cuckoo,500,16,1543,0.0032,0.0043,0.0043
cuckoo,500,8,1543,0.0034,0.0038,0.0038
cuckoo,500,16,1543,0.0038,0.0039,0.0039
counting_cuckoo,500,8,1563,0.0053,0.0052,0.0052
counting_cuckoo,500,16,1563,0.0029,0.0041,0.0041
cuckoo,500,8,1563,0.0138,0.0041,0.0041
cuckoo,500,16,1563,0.0045,0.0047,0.0047
counting_cuckoo,500,8,1583,0.0039,0.0044,0.0044
counting_cuckoo,500,16,1583,0.0035,0.0063,0.0063
cuckoo,500,8,1583,0.0063,0.0041,0.0041
cuckoo,500,16,1583,0.0035,0.0039,0.0039
counting_cuckoo,500,8,1603,0.0029,0.004,0.004
counting_cuckoo,500,16,1603,0.0037,0.0041,0.0041
cuckoo,500,8,1603,0.0033,0.0041,0.0041
cuckoo,500,16,1603,0.0077,0.0044,0.0044
counting_cuckoo,500,8,1623,0.0032,0.0045,0.0045
counting_cuckoo,500,16,1623,0.0032,0.0039,0.0039
cuckoo,500,8,1623,0.0033,0.0049,0.0049
cuckoo,500,16,1623,0.0071,0.0041,0.0041
counting_cuckoo,500,8,1643,0.0032,0.0038,0.0038
counting_cuckoo,500,16,1643,0.0036,0.0375,0.0375
cuckoo,500,8,1643,0.0029,0.0038,0.0038
cuckoo,500,16,1643,0.0027,0.0047,0.0047
counting_cuckoo,500,8,1663,0.0038,0.0043,0.0043
counting_cuckoo,500,16,1663,0.003,0.004,0.004
cuckoo,500,8,1663,0.0033,0.0038,0.0038
cuckoo,500,16,1663,0.0035,0.0077,0.0077
counting_cuckoo,500,8,1683,0.0031,0.0041,0.0041
counting_cuckoo,500,16,1683,0.0062,0.0039,0.0039
cuckoo,500,8,1683,0.0041,0.018,0.018
cuckoo,500,16,1683,0.0029,0.0052,0.0052
counting_cuckoo,500,8,1703,0.0047,0.0067,0.0067
counting_cuckoo,500,16,1703,0.0043,0.0041,0.0041
cuckoo,500,8,1703,0.0033,0.0046,0.0046
cuckoo,500,16,1703,0.0047,0.0082,0.0082
counting_cuckoo,500,8,1723,0.0043,0.0039,0.0039
counting_cuckoo,500,16,1723,0.0044,0.0037,0.0037
cuckoo,500,8,1723,0.0027,0.0038,0.0038
cuckoo,500,16,1723,0.0029,0.007,0.007
counting_cuckoo,500,8,1743,0.0032,0.0041,0.0041
counting_cuckoo,500,16,1743,0.0031,0.0049,0.0049
cuckoo,500,8,1743,0.0028,0.0043,0.0043
cuckoo,500,16,1743,0.0028,0.0039,0.0039
counting_cuckoo,500,8,1763,0.0031,0.0048,0.0048
counting_cuckoo,500,16,1763,0.0029,0.0041,0.0041
cuckoo,500,8,1763,0.0028,0.0046,0.0046
cuckoo,500,16,1763,0.003,0.0043,0.0043
counting_cuckoo,500,8,1783,0.0028,0.0042,0.0042
counting_cuckoo,500,16,1783,0.0029,0.004,0.004
cuckoo,500,8,1783,0.0028,0.0041,0.0041
cuckoo,500,16,1783,0.003,0.0038,0.0038
counting_cuckoo,500,8,1803,0.003,0.0044,0.0044
counting_cuckoo,500,16,1803,0.0038,0.0103,0.0103
cuckoo,500,8,1803,0.0039,0.0045,0.0045
cuckoo,500,16,1803,0.0033,0.0057,0.0057
counting_cuckoo,500,8,1823,0.0038,0.005,0.005
counting_cuckoo,500,16,1823,0.003,0.0076,0.0076
cuckoo,500,8,1823,0.0029,0.0041,0.0041
cuckoo,500,16,1823,0.003,0.0042,0.0042
counting_cuckoo,500,8,1843,0.0031,0.0044,0.0044
counting_cuckoo,500,16,1843,0.0031,0.0064,0.0064
cuckoo,500,8,1843,0.003,0.0039,0.0039
cuckoo,500,16,1843,0.0029,0.004,0.004
counting_cuckoo,500,8,1863,0.0047,0.004,0.004
counting_cuckoo,500,16,1863,0.0033,0.0039,0.0039
cuckoo,500,8,1863,0.0045,0.0046,0.0046
cuckoo,500,16,1863,0.003,0.0039,0.0039
counting_cuckoo,500,8,1883,0.003,0.004,0.004
counting_cuckoo,500,16,1883,0.0055,0.0071,0.0071
cuckoo,500,8,1883,0.004,0.0117,0.0117
cuckoo,500,16,1883,0.0051,0.017,0.017
counting_cuckoo,500,8,1903,0.0067,0.0053,0.0053
counting_cuckoo,500,16,1903,0.0033,0.0064,0.0064
cuckoo,500,8,1903,0.0044,0.0047,0.0047
cuckoo,500,16,1903,0.0036,0.1427,0.1427
counting_cuckoo,500,8,1923,0.0041,0.0041,0.0041
counting_cuckoo,500,16,1923,0.0055,0.0059,0.0059
cuckoo,500,8,1923,0.0037,0.0037,0.0037
cuckoo,500,16,1923,0.004,0.0039,0.0039
counting_cuckoo,500,8,1943,0.0079,0.004,0.004
counting_cuckoo,500,16,1943,0.0031,0.004,0.004
cuckoo,500,8,1943,0.0031,0.0039,0.0039
cuckoo,500,16,1943,0.0032,0.004,0.004
counting_cuckoo,500,8,1963,0.003,0.0043,0.0043
counting_cuckoo,500,16,1963,0.0034,0.0075,0.0075
cuckoo,500,8,1963,0.0042,0.0038,0.0038
cuckoo,500,16,1963,0.0034,0.0043,0.0043
counting_cuckoo,500,8,1983,0.0032,0.004,0.004
counting_cuckoo,500,16,1983,0.0056,0.0197,0.0197
cuckoo,500,8,1983,0.0034,0.0044,0.0044
cuckoo,500,16,1983,0.0042,0.0045,0.0045
counting_cuckoo,500,8,2003,0.0033,0.0045,0.0045
counting_cuckoo,500,16,2003,0.003,0.0044,0.0044
cuckoo,500,8,2003,0.0033,0.0045,0.0045
cuckoo,500,16,2003,0.0031,0.0044,0.0044
counting_cuckoo,500,8,2023,0.0035,0.0041,0.0041
counting_cuckoo,500,16,2023,0.0033,0.006,0.006
cuckoo,500,8,2023,0.0032,0.0039,0.0039
cuckoo,500,16,2023,0.0028,0.0038,0.0038
counting_cuckoo,500,8,2043,0.0029,0.0039,0.0039
counting_cuckoo,500,16,2043,0.0032,0.0041,0.0041
cuckoo,500,8,2043,0.0029,0.0038,0.0038
