filter,n,max_tries,b,search_total_time,insert_total_time,insert_average_time
cuckoo,500,4,4783,0.0039,0.0059,0.0059
counting_cuckoo,100,8,4803,0.01,0.0337,0.0337
counting_cuckoo,500,4,4803,0.0046,0.0059,0.0059
cuckoo,100,8,4803,0.0039,0.0059,0.0059
cuckoo,500,4,4803,0.0037,0.0062,0.0062
counting_cuckoo,100,8,4823,0.0038,0.0099,0.0099
counting_cuckoo,500,4,4823,0.0039,0.0066,0.0066
cuckoo,100,8,4823,0.0037,0.0054,0.0054
cuckoo,500,4,4823,0.0041,0.0055,0.0055
counting_cuckoo,100,8,4843,0.004,0.0057,0.0057
counting_cuckoo,500,4,4843,0.0038,0.0062,0.0062
cuckoo,100,8,4843,0.0038,0.0054,0.0054
cuckoo,500,4,4843,0.0038,0.0061,0.0061
counting_cuckoo,100,8,4863,0.004,0.0055,0.0055
counting_cuckoo,500,4,4863,0.0039,0.0058,0.0058
cuckoo,100,8,4863,0.0037,0.0053,0.0053
cuckoo,500,4,4863,0.0038,0.0053,0.0053
counting_cuckoo,100,8,4883,0.004,0.0052,0.0052
counting_cuckoo,500,4,4883,0.0041,0.0059,0.0059
cuckoo,100,8,4883,0.0038,0.0061,0.0061
cuckoo,500,4,4883,0.0037,0.0054,0.0054
counting_cuckoo,100,8,4903,0.0061,0.0053,0.0053
counting_cuckoo,500,4,4903,0.0051,0.0056,0.0056
cuckoo,100,8,4903,0.005,0.0121,0.0121
cuckoo,500,4,4903,0.0054,0.0114,0.0114
counting_cuckoo,100,8,4923,0.0051,0.0063,0.0063
counting_cuckoo,500,4,4923,0.006,0.036,0.036
cuckoo,100,8,4923,0.0037,0.0058,0.0058
cuckoo,500,4,4923,0.0059,0.0169,0.0169
counting_cuckoo,100,8,4943,0.0049,0.0105,0.0105
counting_cuckoo,500,4,4943,0.0052,0.0058,0.0058
cuckoo,100,8,4943,0.0041,0.0066,0.0066
cuckoo,500,4,4943,0.0064,0.0283,0.0283
counting_cuckoo,100,8,4963,0.0039,0.0056,0.0056
counting_cuckoo,500,4,4963,0.0066,0.0067,0.0067
cuckoo,100,8,4963,0.0045,0.0141,0.0141
cuckoo,500,4,4963,0.0045,0.0091,0.0091
counting_cuckoo,100,8,4983,0.0041,0.008,0.008
counting_cuckoo,500,4,4983,0.0049,0.0153,0.0153
cuckoo,100,8,4983,0.0039,0.0068,0.0068
cuckoo,500,4,4983,0.005,0.0096,0.0096
counting_cuckoo,250,8,3,0.0559,0.0069,0.0069
counting_cuckoo,500,8,3,0.0063,0.0062,0.0062
cuckoo,250,8,3,0.006,0.0062,0.0062
cuckoo,500,8,3,0.0057,0.0067,0.0067
counting_cuckoo,250,8,23,0.0054,0.0076,0.0076
counting_cuckoo,500,8,23,0.0037,0.0049,0.0049
cuckoo,250,8,23,0.0036,0.0054,0.0054
cuckoo,500,8,23,0.004,0.0053,0.0053
counting_cuckoo,250,8,43,0.0038,0.0055,0.0055
counting_cuckoo,500,8,43,0.0037,0.0056,0.0056
cuckoo,250,8,43,0.0078,0.0054,0.0054
cuckoo,500,8,43,0.0037,0.005,0.005
counting_cuckoo,250,8,63,0.0053,0.0056,0.0056
counting_cuckoo,500,8,63,0.0065,0.0086,0.0086
cuckoo,250,8,63,0.0077,0.0591,0.0591
cuckoo,500,8,63,0.0035,0.0112,0.0112
counting_cuckoo,250,8,83,0.0036,0.005,0.005
counting_cuckoo,500,8,83,0.0039,0.0049,0.0049
cuckoo,250,8,83,0.0036,0.0054,0.0054
cuckoo,500,8,83,0.0035,0.0051,0.0051
counting_cuckoo,250,8,103,0.0046,0.0063,0.0063
counting_cuckoo,500,8,103,0.0037,0.0051,0.0051
cuckoo,250,8,103,0.0036,0.0051,0.0051
cuckoo,500,8,103,0.0035,0.0051,0.0051
counting_cuckoo,250,8,123,0.0037,0.0055,0.0055
counting_cuckoo,500,8,123,0.0119,0.005,0.005
cuckoo,250,8,123,0.0044,0.0053,0.0053
cuckoo,500,8,123,0.0036,0.0054,0.0054
counting_cuckoo,250,8,143,0.0037,0.0054,0.0054
counting_cuckoo,500,8,143,0.0044,0.0051,0.0051
cuckoo,250,8,143,0.01,0.0086,0.0086
cuckoo,500,8,143,0.0036,0.0054,0.0054
counting_cuckoo,250,8,163,0.0036,0.0051,0.0051
counting_cuckoo,500,8,163,0.0035,0.005,0.005
cuckoo,250,8,163,0.0059,0.0059,0.0059
cuckoo,500,8,163,0.0036,0.005,0.005
counting_cuckoo,250,8,183,0.0037,0.0051,0.0051
counting_cuckoo,500,8,183,0.0039,0.0084,0.0084
cuckoo,250,8,183,0.0037,0.0055,0.0055
cuckoo,500,8,183,0.0042,0.0055,0.0055
counting_cuckoo,250,8,203,0.0037,0.0052,0.0052
counting_cuckoo,500,8,203,0.0051,0.0056,0.0056
cuckoo,250,8,203,0.0038,0.0058,0.0058
cuckoo,500,8,203,0.0061,0.0089,0.0089
counting_cuckoo,250,8,223,0.0037,0.0047,0.0047
counting_cuckoo,500,8,223,0.0037,0.0054,0.0054
cuckoo,250,8,223,0.0037,0.0052,0.0052
cuckoo,500,8,223,0.0037,0.005,0.005
counting_cuckoo,250,8,243,0.0037,0.0048,0.0048
counting_cuckoo,500,8,243,0.0036,0.0055,0.0055
cuckoo,250,8,243,0.0038,0.0052,0.0052
cuckoo,500,8,243,0.0037,0.0052,0.0052
counting_cuckoo,250,8,263,0.0037,0.0053,0.0053
counting_cuckoo,500,8,263,0.0045,0.0055,0.0055
cuckoo,250,8,263,0.0044,0.0051,0.0051
cuckoo,500,8,263,0.0035,0.0053,0.0053
counting_cuckoo,250,8,283,0.006,0.0054,0.0054
counting_cuckoo,500,8,283,0.0041,0.0056,0.0056
cuckoo,250,8,283,0.0041,0.0052,0.0052
cuckoo,500,8,283,0.004,0.0054,0.0054
counting_cuckoo,250,8,303,0.0039,0.0055,0.0055
counting_cuckoo,500,8,303,0.0052,0.0055,0.0055
cuckoo,250,8,303,0.0036,0.0049,0.0049
cuckoo,500,8,303,0.0042,0.0055,0.0055
counting_cuckoo,250,8,323,0.0047,0.0058,0.0058
counting_cuckoo,500,8,323,0.0036,0.0056,0.0056
cuckoo,250,8,323,0.0059,0.0052,0.0052
cuckoo,500,8,323,0.009,0.0106,0.0106
counting_cuckoo,250,8,343,0.0037,0.0052,0.0052
counting_cuckoo,500,8,343,0.0039,0.0053,0.0053
cuckoo,250,8,343,0.0046,0.0055,0.0055
cuckoo,500,8,343,0.0036,0.0053,0.0053
counting_cuckoo,250,8,363,0.0036,0.0056,0.0056
counting_cuckoo,500,8,363,0.0037,0.0051,0.0051
cuckoo,250,8,363,0.005,0.0055,0.0055
cuckoo,500,8,363,0.0043,0.0057,0.0057
counting_cuckoo,250,8,383,0.0037,0.0053,0.0053
counting_cuckoo,500,8,383,0.0046,0.0055,0.0055
cuckoo,250,8,383,0.0036,0.0049,0.0049
cuckoo,500,8,383,0.0039,0.0057,0.0057
counting_cuckoo,250,8,403,0.0051,0.0057,0.0057
counting_cuckoo,500,8,403,0.0037,0.0052,0.0052
cuckoo,250,8,403,0.0036,0.0052,0.0052
cuckoo,500,8,403,0.0056,0.0077,0.0077
counting_cuckoo,250,8,423,0.0037,0.0051,0.0051
counting_cuckoo,500,8,423,0.0039,0.0056,0.0056
cuckoo,250,8,423,0.0038,0.0055,0.0055
cuckoo,500,8,423,0.0037,0.0049,0.0049
counting_cuckoo,250,8,443,0.0043,0.0052,0.0052
counting_cuckoo,500,8,443,0.004,0.0053,0.0053
cuckoo,250,8,443,0.0128,0.0346,0.0346
cuckoo,500,8,443,0.0036,0.0051,0.0051
counting_cuckoo,250,8,463,0.0043,0.0058,0.0058
counting_cuckoo,500,8,463,0.0065,0.0084,0.0084
cuckoo,250,8,463,0.0048,0.0056,0.0056
cuckoo,500,8,463,0.0037,0.0057,0.0057
counting_cuckoo,250,8,483,0.0044,0.0052,0.0052
counting_cuckoo,500,8,483,0.0037,0.0053,0.0053
cuckoo,250,8,483,0.0037,0.0055,0.0055
cuckoo,500,8,483,0.0037,0.0053,0.0053
counting_cuckoo,250,8,503,0.004,0.0055,0.0055
counting_cuckoo,500,8,503,0.0045,0.006,0.006
cuckoo,250,8,503,0.0039,0.0062,0.0062
cuckoo,500,8,503,0.0036,0.0051,0.0051
counting_cuckoo,250,8,523,0.0084,0.0071,0.0071
counting_cuckoo,500,8,523,0.0068,0.0069,0.0069
cuckoo,250,8,523,0.0038,0.0054,0.0054
cuckoo,500,8,523,0.0039,0.0054,0.0054
counting_cuckoo,250,8,543,0.0048,0.0097,0.0097
counting_cuckoo,500,8,543,0.0056,0.0064,0.0064
cuckoo,250,8,543,0.0063,0.0058,0.0058
cuckoo,500,8,543,0.004,0.005,0.005
counting_cuckoo,250,8,563,0.0038,0.0051,0.0051
counting_cuckoo,500,8,563,0.0041,0.0052,0.0052
cuckoo,250,8,563,0.0041,0.006,0.006
cuckoo,500,8,563,0.0042,0.0054,0.0054
counting_cuckoo,250,8,583,0.0038,0.0052,0.0052
counting_cuckoo,500,8,583,0.0072,0.0155,0.0155
cuckoo,250,8,583,0.0038,0.005,0.005
cuckoo,500,8,583,0.0047,0.0053,0.0053
counting_cuckoo,250,8,603,0.0049,0.0052,0.0052
counting_cuckoo,500,8,603,0.0039,0.0052,0.0052
cuckoo,250,8,603,0.0036,0.0055,0.0055
cuckoo,500,8,603,0.0053,0.0053,0.0053
counting_cuckoo,250,8,623,0.0043,0.0053,0.0053
counting_cuckoo,500,8,623,0.0037,0.0056,0.0056
cuckoo,250,8,623,0.0037,0.0052,0.0052
cuckoo,500,8,623,0.0047,0.0057,0.0057
counting_cuckoo,250,8,643,0.0043,0.0053,0.0053
counting_cuckoo,500,8,643,0.0052,0.0057,0.0057
cuckoo,250,8,643,0.0051,0.0133,0.0133
cuckoo,500,8,643,0.0043,0.0114,0.0114
counting_cuckoo,250,8,663,0.0063,0.005,0.005
counting_cuckoo,500,8,663,0.0049,0.0083,0.0083
cuckoo,250,8,663,0.0046,0.0051,0.0051
cuckoo,500,8,663,0.0073,0.0125,0.0125
counting_cuckoo,250,8,683,0.0039,0.0051,0.0051
counting_cuckoo,500,8,683,0.0049,0.0062,0.0062
cuckoo,250,8,683,0.0048,0.0055,0.0055
cuckoo,500,8,683,0.0043,0.0055,0.0055
counting_cuckoo,250,8,703,0.0043,0.005,0.005
counting_cuckoo,500,8,703,0.0037,0.0059,0.0059
cuckoo,250,8,703,0.0059,0.014,0.014
cuckoo,500,8,703,0.0037,0.0052,0.0052
counting_cuckoo,250,8,723,0.0044,0.0056,0.0056
counting_cuckoo,500,8,723,0.0038,0.0081,0.0081
cuckoo,250,8,723,0.0036,0.005,0.005
cuckoo,500,8,723,0.0048,0.0053,0.0053
counting_cuckoo,250,8,743,0.004,0.0052,0.0052
counting_cuckoo,500,8,743,0.0044,0.0054,0.0054
cuckoo,250,8,743,0.0051,0.0054,0.0054
cuckoo,500,8,743,0.0037,0.0054,0.0054
counting_cuckoo,250,8,763,0.0063,0.0094,0.0094
counting_cuckoo,500,8,763,0.0038,0.0055,0.0055
cuckoo,250,8,763,0.0036,0.005,0.005
cuckoo,500,8,763,0.0042,0.0053,0.0053
counting_cuckoo,250,8,783,0.0038,0.0061,0.0061
counting_cuckoo,500,8,783,0.0053,0.0059,0.0059
cuckoo,250,8,783,0.005,0.0058,0.0058
cuckoo,500,8,783,0.0054,0.0143,0.0143
counting_cuckoo,250,8,803,0.004,0.0132,0.0132
counting_cuckoo,500,8,803,0.0044,0.0058,0.0058
cuckoo,250,8,803,0.0044,0.0049,0.0049
cuckoo,500,8,803,0.0043,0.0054,0.0054
counting_cuckoo,250,8,823,0.0044,0.0062,0.0062
counting_cuckoo,500,8,823,0.0089,0.0093,0.0093
cuckoo,250,8,823,0.0045,0.0052,0.0052
cuckoo,500,8,823,0.0042,0.0057,0.0057
counting_cuckoo,250,8,843,0.0059,0.0058,0.0058
counting_cuckoo,500,8,843,0.0042,0.0056,0.0056
cuckoo,250,8,843,0.0037,0.005,0.005
cuckoo,500,8,843,0.0039,0.006,0.006
counting_cuckoo,250,8,863,0.0038,0.0055,0.0055
counting_cuckoo,500,8,863,0.0052,0.0287,0.0287
cuckoo,250,8,863,0.0062,0.0081,0.0081
cuckoo,500,8,863,0.0036,0.0055,0.0055
counting_cuckoo,250,8,883,0.0038,0.0061,0.0061
counting_cuckoo,500,8,883,0.0041,0.0053,0.0053
cuckoo,250,8,883,0.0044,0.0057,0.0057
cuckoo,500,8,883,0.0047,0.0127,0.0127
counting_cuckoo,250,8,903,0.0038,0.0058,0.0058
counting_cuckoo,500,8,903,0.0068,0.0096,0.0096
cuckoo,250,8,903,0.0032,0.0044,0.0044
cuckoo,500,8,903,0.0063,0.0061,0.0061
counting_cuckoo,250,8,923,0.0037,0.005,0.005
counting_cuckoo,500,8,923,0.0042,0.0047,0.0047
cuckoo,250,8,923,0.0032,0.0053,0.0053
cuckoo,500,8,923,0.0029,0.0036,0.0036
counting_cuckoo,250,8,943,0.0031,0.0037,0.0037
counting_cuckoo,500,8,943,0.0098,0.2251,0.2251
cuckoo,250,8,943,0.0049,0.0204,0.0204
cuckoo,500,8,943,0.0038,0.0053,0.0053
counting_cuckoo,250,8,963,0.0044,0.0116,0.0116
counting_cuckoo,500,8,963,0.0064,0.0053,0.0053
cuckoo,250,8,963,0.0033,0.0053,0.0053
cuckoo,500,8,963,0.0038,0.0141,0.0141
counting_cuckoo,250,8,983,0.0034,0.0055,0.0055
counting_cuckoo,500,8,983,0.0046,0.005,0.005
cuckoo,250,8,983,0.0032,0.006,0.006
cuckoo,500,8,983,0.0032,0.0055,0.0055
counting_cuckoo,250,8,1003,0.003,0.0043,0.0043
counting_cuckoo,500,8,1003,0.003,0.0042,0.0042
cuckoo,250,8,1003,0.003,0.0041,0.0041
cuckoo,500,8,1003,0.0038,0.0038,0.0038
counting_cuckoo,250,8,1023,0.0028,0.0042,0.0042
counting_cuckoo,500,8,1023,0.0029,0.004,0.004
cuckoo,250,8,1023,0.0028,0.0078,0.0078
cuckoo,500,8,1023,0.006,0.0324,0.0324
counting_cuckoo,250,8,1043,0.005,0.0058,0.0058
counting_cuckoo,500,8,1043,0.0048,0.0039,0.0039
cuckoo,250,8,1043,0.0028,0.0043,0.0043
cuckoo,500,8,1043,0.0042,0.0255,0.0255
counting_cuckoo,250,8,1063,0.0028,0.006,0.006
counting_cuckoo,500,8,1063,0.003,0.0042,0.0042
cuckoo,250,8,1063,0.0026,0.0037,0.0037
cuckoo,500,8,1063,0.0031,0.0041,0.0041
counting_cuckoo,250,8,1083,0.0034,0.004,0.004
counting_cuckoo,500,8,1083,0.0028,0.0041,0.0041
cuckoo,250,8,1083,0.0028,0.004,0.004
cuckoo,500,8,1083,0.0031,0.004,0.004
counting_cuckoo,250,8,1103,0.0029,0.0044,0.0044
counting_cuckoo,500,8,1103,0.0054,0.0062,0.0062
cuckoo,250,8,1103,0.0066,0.007,0.007
cuckoo,500,8,1103,0.0047,0.0061,0.0061
counting_cuckoo,250,8,1123,0.0056,0.0072,0.0072
counting_cuckoo,500,8,1123,0.0052,0.0105,0.0105
cuckoo,250,8,1123,0.0051,0.0342,0.0342
cuckoo,500,8,1123,0.0047,0.0084,0.0084
counting_cuckoo,250,8,1143,0.0043,0.0059,0.0059
counting_cuckoo,500,8,1143,0.0054,0.0064,0.0064
cuckoo,250,8,1143,0.0044,0.0049,0.0049
cuckoo,500,8,1143,0.0036,0.0051,0.0051
counting_cuckoo,250,8,1163,0.0047,0.0063,0.0063
counting_cuckoo,500,8,1163,0.005,0.0056,0.0056
cuckoo,250,8,1163,0.0056,0.0088,0.0088
cuckoo,500,8,1163,0.0046,0.01,0.01
counting_cuckoo,250,8,1183,0.0039,0.0056,0.0056
counting_cuckoo,500,8,1183,0.0046,0.0057,0.0057
cuckoo,250,8,1183,0.0037,0.0052,0.0052
cuckoo,500,8,1183,0.0045,0.014,0.014
counting_cuckoo,250,8,1203,0.0041,0.0054,0.0054
counting_cuckoo,500,8,1203,0.0039,0.0051,0.0051
cuckoo,250,8,1203,0.005,0.011,0.011
cuckoo,500,8,1203,0.0045,0.0054,0.0054
counting_cuckoo,250,8,1223,0.0042,0.0053,0.0053
counting_cuckoo,500,8,1223,0.0057,0.0051,0.0051
cuckoo,250,8,1223,0.0071,0.0117,0.0117
cuckoo,500,8,1223,0.0037,0.0046,0.0046
counting_cuckoo,250,8,1243,0.0047,0.0046,0.0046
counting_cuckoo,500,8,1243,0.0043,0.0044,0.0044
cuckoo,250,8,1243,0.0042,0.006,0.006
cuckoo,500,8,1243,0.0031,0.0041,0.0041
counting_cuckoo,250,8,1263,0.0026,0.0042,0.0042
counting_cuckoo,500,8,1263,0.0028,0.0037,0.0037
cuckoo,250,8,1263,0.0034,0.0038,0.0038
cuckoo,500,8,1263,0.0034,0.0037,0.0037
counting_cuckoo,250,8,1283,0.0028,0.0046,0.0046
counting_cuckoo,500,8,1283,0.0066,0.0137,0.0137
cuckoo,250,8,1283,0.0069,0.0047,0.0047
cuckoo,500,8,1283,0.0031,0.0038,0.0038
counting_cuckoo,250,8,1303,0.003,0.0037,0.0037
counting_cuckoo,500,8,1303,0.0031,0.0178,0.0178
cuckoo,250,8,1303,0.0049,0.0039,0.0039
cuckoo,500,8,1303,0.003,0.0038,0.0038
counting_cuckoo,250,8,1323,0.0028,0.0039,0.0039
counting_cuckoo,500,8,1323,0.0029,0.004,0.004
cuckoo,250,8,1323,0.0038,0.004,0.004
cuckoo,500,8,1323,0.0034,0.0039,0.0039
counting_cuckoo,250,8,1343,0.0028,0.0038,0.0038
counting_cuckoo,500,8,1343,0.0031,0.0048,0.0048
cuckoo,250,8,1343,0.0029,0.0042,0.0042
cuckoo,500,8,1343,0.0029,0.0044,0.0044
counting_cuckoo,250,8,1363,0.0028,0.0047,0.0047
counting_cuckoo,500,8,1363,0.003,0.0039,0.0039
cuckoo,250,8,1363,0.0029,0.0038,0.0038
cuckoo,500,8,1363,0.0032,0.0036,0.0036
counting_cuckoo,250,8,1383,0.0031,0.004,0.004
counting_cuckoo,500,8,1383,0.003,0.0041,0.0041
cuckoo,250,8,1383,0.003,0.004,0.004
cuckoo,500,8,1383,0.0027,0.0044,0.0044
counting_cuckoo,250,8,1403,0.0032,0.004,0.004
counting_cuckoo,500,8,1403,0.003,0.0039,0.0039
cuckoo,250,8,1403,0.0026,0.0039,0.0039
cuckoo,500,8,1403,0.003,0.0039,0.0039
counting_cuckoo,250,8,1423,0.0032,0.004,0.004
counting_cuckoo,500,8,1423,0.0032,0.004,0.004
cuckoo,250,8,1423,0.0027,0.004,0.004
cuckoo,500,8,1423,0.0029,0.0037,0.0037
counting_cuckoo,250,8,1443,0.0032,0.0042,0.0042
counting_cuckoo,500,8,1443,0.0031,0.004,0.004
cuckoo,250,8,1443,0.003,0.004,0.004
cuckoo,500,8,1443,0.0028,0.0038,0.0038
counting_cuckoo,250,8,1463,0.0028,0.0044,0.0044
counting_cuckoo,500,8,1463,0.0046,0.0044,0.0044
cuckoo,250,8,1463,0.0028,0.0037,0.0037
cuckoo,500,8,1463,0.0029,0.0041,0.0041
counting_cuckoo,250,8,1483,0.0028,0.004,0.004
counting_cuckoo,500,8,1483,0.0029,0.0039,0.0039
cuckoo,250,8,1483,0.0032,0.0042,0.0042
cuckoo,500,8,1483,0.0031,0.0043,0.0043
counting_cuckoo,250,8,1503,0.003,0.0039,0.0039
counting_cuckoo,500,8,1503,0.0028,0.004,0.004
cuckoo,250,8,1503,0.0028,0.0045,0.0045
cuckoo,500,8,1503,0.0028,0.0039,0.0039
counting_cuckoo,250,8,1523,0.0031,0.0041,0.0041
counting_cuckoo,500,8,1523,0.0029,0.004,0.004
cuckoo,250,8,1523,0.0027,0.0037,0.0037
cuckoo,500,8,1523,0.0029,0.0042,0.0042
counting_cuckoo,250,8,1543,0.0028,0.0047,0.0047
counting_cuckoo,500,8,1543,0.0029,0.0045,0.0045
cuckoo,250,8,1543,0.0031,0.0039,0.0039
cuckoo,500,8,1543,0.0028,0.0086,0.0086
counting_cuckoo,250,8,1563,0.0031,0.0041,0.0041
counting_cuckoo,500,8,1563,0.0028,0.004,0.004
cuckoo,250,8,1563,0.0027,0.0042,0.0042
cuckoo,500,8,1563,0.0031,0.0038,0.0038
counting_cuckoo,250,8,1583,0.0028,0.0045,0.0045
counting_cuckoo,500,8,1583,0.0029,0.0039,0.0039
cuckoo,250,8,1583,0.0043,0.0043,0.0043
cuckoo,500,8,1583,0.0029,0.0039,0.0039
counting_cuckoo,250,8,1603,0.0029,0.0071,0.0071
counting_cuckoo,500,8,1603,0.0028,0.0041,0.0041
cuckoo,250,8,1603,0.0034,0.0062,0.0062
cuckoo,500,8,1603,0.0028,0.0054,0.0054
counting_cuckoo,250,8,1623,0.0029,0.004,0.004
counting_cuckoo,500,8,1623,0.0033,0.0043,0.0043
cuckoo,250,8,1623,0.0027,0.0208,0.0208
cuckoo,500,8,1623,0.003,0.0036,0.0036
counting_cuckoo,250,8,1643,0.012,0.0042,0.0042
counting_cuckoo,500,8,1643,0.0031,0.004,0.004
cuckoo,250,8,1643,0.0051,0.0063,0.0063
cuckoo,500,8,1643,0.0026,0.0038,0.0038
counting_cuckoo,250,8,1663,0.0029,0.0038,0.0038
counting_cuckoo,500,8,1663,0.0029,0.0039,0.0039
cuckoo,250,8,1663,0.0029,0.0041,0.0041
cuckoo,500,8,1663,0.0029,0.0038,0.0038
counting_cuckoo,250,8,1683,0.0029,0.0043,0.0043
counting_cuckoo,500,8,1683,0.0031,0.0042,0.0042
cuckoo,250,8,1683,0.0027,0.0038,0.0038
cuckoo,500,8,1683,0.0028,0.004,0.004
counting_cuckoo,250,8,1703,0.0036,0.0041,0.0041
counting_cuckoo,500,8,1703,0.003,0.004,0.004
cuckoo,250,8,1703,0.0031,0.0038,0.0038
cuckoo,500,8,1703,0.0028,0.0039,0.0039
counting_cuckoo,250,8,1723,0.0034,0.0042,0.0042
counting_cuckoo,500,8,1723,0.003,0.0039,0.0039
cuckoo,250,8,1723,0.0027,0.0037,0.0037
cuckoo,500,8,1723,0.0048,0.0052,0.0052
counting_cuckoo,250,8,1743,0.0029,0.0039,0.0039
counting_cuckoo,500,8,1743,0.0028,0.0038,0.0038
cuckoo,250,8,1743,0.0031,0.0039,0.0039
cuckoo,500,8,1743,0.0029,0.0045,0.0045
counting_cuckoo,250,8,1763,0.003,0.0041,0.0041
counting_cuckoo,500,8,1763,0.0031,0.0038,0.0038
cuckoo,250,8,1763,0.0032,0.005,0.005
cuckoo,500,8,1763,0.0029,0.0042,0.0042
counting_cuckoo,250,8,1783,0.003,0.0039,0.0039
counting_cuckoo,500,8,1783,0.0031,0.0086,0.0086
cuckoo,250,8,1783,0.0027,0.0038,0.0038
cuckoo,500,8,1783,0.0034,0.0038,0.0038
counting_cuckoo,250,8,1803,0.0033,0.0041,0.0041
counting_cuckoo,500,8,1803,0.0072,0.0043,0.0043
cuckoo,250,8,1803,0.0032,0.0038,0.0038
cuckoo,500,8,1803,0.0031,0.0039,0.0039
counting_cuckoo,250,8,1823,0.0033,0.0041,0.0041
counting_cuckoo,500,8,1823,0.0045,0.0048,0.0048
cuckoo,250,8,1823,0.0039,0.0208,0.0208
cuckoo,500,8,1823,0.003,0.0042,0.0042
counting_cuckoo,250,8,1843,0.0029,0.004,0.004
counting_cuckoo,500,8,1843,0.0029,0.004,0.004
cuckoo,250,8,1843,0.003,0.0038,0.0038
cuckoo,500,8,1843,0.0028,0.0042,0.0042
counting_cuckoo,250,8,1863,0.0032,0.0038,0.0038
counting_cuckoo,500,8,1863,0.0031,0.0043,0.0043
cuckoo,250,8,1863,0.0029,0.004,0.004
cuckoo,500,8,1863,0.003,0.0039,0.0039
counting_cuckoo,250,8,1883,0.0028,0.0038,0.0038
counting_cuckoo,500,8,1883,0.0029,0.004,0.004
cuckoo,250,8,1883,0.0028,0.0045,0.0045
cuckoo,500,8,1883,0.0029,0.0039,0.0039
counting_cuckoo,250,8,1903,0.0027,0.0037,0.0037
counting_cuckoo,500,8,1903,0.0034,0.0044,0.0044
cuckoo,250,8,1903,0.0027,0.0045,0.0045
cuckoo,500,8,1903,0.0062,0.009,0.009
counting_cuckoo,250,8,1923,0.0028,0.004,0.004
counting_cuckoo,500,8,1923,0.0037,0.0047,0.0047
cuckoo,250,8,1923,0.0032,0.0046,0.0046
cuckoo,500,8,1923,0.0037,0.0043,0.0043
counting_cuckoo,250,8,1943,0.0029,0.004,0.004
counting_cuckoo,500,8,1943,0.0031,0.0039,0.0039
cuckoo,250,8,1943,0.0029,0.0042,0.0042
cuckoo,500,8,1943,0.0027,0.0038,0.0038
counting_cuckoo,250,8,1963,0.0028,0.0041,0.0041
counting_cuckoo,500,8,1963,0.0029,0.0061,0.0061
cuckoo,250,8,1963,0.0031,0.0038,0.0038
cuckoo,500,8,1963,0.0028,0.0043,0.0043
counting_cuckoo,250,8,1983,0.0029,0.0048,0.0048
counting_cuckoo,500,8,1983,0.0027,0.0047,0.0047
cuckoo,250,8,1983,0.0029,0.004,0.004
cuckoo,500,8,1983,0.0031,0.0044,0.0044
counting_cuckoo,250,8,2003,0.0031,0.0048,0.0048
counting_cuckoo,500,8,2003,0.0031,0.0042,0.0042
cuckoo,250,8,2003,0.0045,0.0046,0.0046
cuckoo,500,8,2003,0.0028,0.0041,0.0041
counting_cuckoo,250,8,2023,0.0027,0.0039,0.0039
counting_cuckoo,500,8,2023,0.003,0.0039,0.0039
cuckoo,250,8,2023,0.0028,0.0038,0.0038
cuckoo,500,8,2023,0.0027,0.004,0.004
counting_cuckoo,250,8,2043,0.0031,0.0042,0.0042
counting_cuckoo,500,8,2043,0.0028,0.0042,0.0042
cuckoo,250,8,2043,0.0026,0.0039,0.0039
cuckoo,500,8,2043,0.0029,0.0041,0.0041
counting_cuckoo,250,8,2063,0.0027,0.0039,0.0039
counting_cuckoo,500,8,2063,0.005,0.0075,0.0075
cuckoo,250,8,2063,0.0028,0.0038,0.0038
cuckoo,500,8,2063,0.0027,0.0046,0.0046
counting_cuckoo,250,8,2083,0.0037,0.0045,0.0045
counting_cuckoo,500,8,2083,0.0031,0.004,0.004
cuckoo,250,8,2083,0.0043,0.0063,0.0063
cuckoo,500,8,2083,0.0028,0.0042,0.0042
counting_cuckoo,250,8,2103,0.007,0.0539,0.0539
counting_cuckoo,500,8,2103,0.0031,0.004,0.004
cuckoo,250,8,2103,0.0036,0.0049,0.0049
cuckoo,500,8,2103,0.0031,0.0042,0.0042
counting_cuckoo,250,8,2123,0.0032,0.004,0.004
counting_cuckoo,500,8,2123,0.0032,0.0044,0.0044
cuckoo,250,8,2123,0.003,0.0037,0.0037
cuckoo,500,8,2123,0.003,0.004,0.004
counting_cuckoo,250,8,2143,0.0078,0.015,0.015
counting_cuckoo,500,8,2143,0.0038,0.0039,0.0039
cuckoo,250,8,2143,0.0061,0.0116,0.0116
cuckoo,500,8,2143,0.004,0.0046,0.0046
counting_cuckoo,250,8,2163,0.0045,0.0042,0.0042
counting_cuckoo,500,8,2163,0.0032,0.0047,0.0047
cuckoo,250,8,2163,0.0036,0.004,0.004
cuckoo,500,8,2163,0.0037,0.005,0.005
counting_cuckoo,250,8,2183,0.0028,0.0039,0.0039
counting_cuckoo,500,8,2183,0.0036,0.0043,0.0043
cuckoo,250,8,2183,0.0037,0.0041,0.0041
cuckoo,500,8,2183,0.0032,0.0041,0.0041
counting_cuckoo,250,8,2203,0.0032,0.0041,0.0041
counting_cuckoo,500,8,2203,0.0031,0.0041,0.0041
cuckoo,250,8,2203,0.0029,0.0041,0.0041
cuckoo,500,8,2203,0.0032,0.004,0.004
counting_cuckoo,250,8,2223,0.0033,0.0041,0.0041
